Publication Date,FSIA
2018-05-09,100.05389368244812
2018-05-09,100.73910716931513
2018-06-20,99.1804934070786
2018-08-01,99.89513634352943
2018-09-13,99.96404035710367
2018-10-31,99.65782407824992
2018-12-20,99.66152114432958
2019-02-06,100.2464718498129
2019-03-20,99.3566596551587
2019-05-01,99.7307326537569
2019-06-19,100.13424705255073
2019-07-31,99.70857351719631
2019-09-19,99.7251606904488
2019-11-06,99.42496170029766
2019-12-19,99.54306633792967
2020-01-29,99.46717795640495
2020-03-19,101.51265864652206
2020-05-06,101.03825002223049
2020-06-17,100.88535974546225
2020-08-04,99.54236503632261
2020-09-16,99.16981316802105
2020-11-04,99.46105161963236
2021-02-04,99.05527831045437
2021-02-03,99.0429205553283
2021-03-17,98.882509522655
2021-05-05,98.54800866183314
2021-06-22,98.26767873079311
2021-08-04,99.22782340342964
2021-09-22,98.81049858320519
2021-11-02,100.07659151337052
2021-12-15,99.449498358742
2022-02-02,100.21325970681625
2022-03-16,101.12111079381687
2022-05-04,99.95200195969433
2022-06-15,100.0101945242205
2022-08-03,100.67731274729707
2022-09-21,100.23904524561505
2022-11-02,101.3872339498984
2022-12-14,101.44639889949606
2023-02-01,101.17744973318776
2023-03-22,101.45868263545725
2023-05-10,102.5669272348013
2023-06-21,100.56280411986286
2023-08-02,101.23189288426232
2023-09-20,100.69594566152688
2023-11-01,101.13094828947179
2023-12-13,101.6167239247345
2024-01-31,103.15155839115107
2024-03-20,100.73498497571283
2024-05-08,102.57919421065014
2024-06-19,100.68654874266062
2024-07-31,101.57241004734679
2024-09-18,100.79478671818752
